genre,category,sales-category,link,sales-category ID
WOMEN,外套・大衣,大衣・風衣,https://www.gu-global.com/tw/store/feature/gu/women/coat/,0030001
WOMEN,外套・大衣,夾克・外套・背心,https://www.gu-global.com/tw/store/feature/gu/women/jacket/,0030002
WOMEN,外套・大衣,連帽外套,https://www.gu-global.com/tw/store/feature/gu/women/parka/,0030003
WOMEN,外套・大衣,開襟外套,https://www.gu-global.com/tw/store/feature/gu/women/cardigan/,0030004
WOMEN,外套・大衣,防曬抗UV外套,https://www.gu-global.com/tw/store/feature/gu/women/uvcut/,0030005
WOMEN,上衣,針織毛衣・針織系列,https://www.gu-global.com/tw/store/feature/gu/women/knit/,0030006
WOMEN,上衣,休閒上衣・連帽上衣,https://www.gu-global.com/tw/store/feature/gu/women/sweat/,0030007
WOMEN,上衣,襯衫・輕柔襯衫,https://www.gu-global.com/tw/store/feature/gu/women/shirts/,0030008
WOMEN,上衣,連身裙・連身褲,https://www.gu-global.com/tw/store/feature/gu/women/onepiece/,0030009
WOMEN,上衣,長版上衣,https://www.gu-global.com/tw/store/feature/gu/women/tunic/,0030010
WOMEN,上衣,設計上衣,https://www.gu-global.com/tw/store/feature/gu/women/designtops/,0030011
WOMEN,上衣,素面T恤・印花T恤,https://www.gu-global.com/tw/store/feature/gu/women/printT/,0030012
WOMEN,下身,短褲,https://www.gu-global.com/tw/store/feature/gu/women/shortpants/,0030013
WOMEN,下身,裙子,https://www.gu-global.com/tw/store/feature/gu/women/skirt/,0030014
WOMEN,下身,寬褲,https://www.gu-global.com/tw/store/feature/gu/women/widepants/,0030015
WOMEN,下身,牛仔褲・牛仔裙,https://www.gu-global.com/tw/store/feature/gu/women/jeans/,0030016
WOMEN,下身,連身裙・連身褲,https://www.gu-global.com/tw/store/feature/gu/women/onepiece/,0030017
WOMEN,下身,內搭緊身褲・內搭褲・襯裙襯褲,https://www.gu-global.com/tw/store/feature/gu/women/leggingspants/,0030018
WOMEN,下身,七分褲・九分褲,https://www.gu-global.com/tw/store/feature/gu/women/croppedpants/,0030019
WOMEN,下身,休閒褲,https://www.gu-global.com/tw/store/feature/gu/women/relaxedpants/,0030020
WOMEN,下身,長褲,https://www.gu-global.com/tw/store/feature/gu/women/pants/,0030021
WOMEN,家居&内衣,BRA-FEEL 附罩杯上衣,https://www.gu-global.com/tw/store/feature/gu/women/brafeel/,0030022
WOMEN,家居&内衣,內衣(內衣・內褲),https://www.gu-global.com/tw/store/feature/gu/women/underwear/,0030023
WOMEN,家居&内衣,內搭背心・內搭T恤,https://www.gu-global.com/tw/store/feature/gu/women/undershirts/,0030024
WOMEN,家居&内衣,GU DRY・吸汗快乾,https://www.gu-global.com/tw/store/feature/gu/women/gudry/,0030025
WOMEN,家居&内衣,GU WARM・保暖發熱,https://www.gu-global.com/tw/store/feature/gu/women/guwarm/,0030026
WOMEN,家居&内衣,家居全系列(家居服・鞋・小物),https://www.gu-global.com/tw/store/feature/gu/women/roomwear/,0030027
WOMEN,家居&内衣,襪子・褲襪,https://www.gu-global.com/tw/store/feature/gu/women/socks/,0030028
WOMEN,鞋子/配件/飾品,鞋子,https://www.gu-global.com/tw/store/feature/gu/women/shoes/,0030029
WOMEN,鞋子/配件/飾品,包包,https://www.gu-global.com/tw/store/feature/gu/women/bag/,0030030
WOMEN,鞋子/配件/飾品,耳環(針式・夾式),https://www.gu-global.com/tw/store/feature/gu/women/pierce/,0030031
WOMEN,鞋子/配件/飾品,項鍊・手飾・配飾,https://www.gu-global.com/tw/store/feature/gu/women/accessory/,0030032
WOMEN,鞋子/配件/飾品,髮帶・髮圈・髮夾,https://www.gu-global.com/tw/store/feature/gu/women/hairaccessory/,0030033
WOMEN,鞋子/配件/飾品,帽子,https://www.gu-global.com/tw/store/feature/gu/women/hat/,0030034
WOMEN,鞋子/配件/飾品,皮帶・腰帶・腰封,https://www.gu-global.com/tw/store/feature/gu/women/belt/,0030035
WOMEN,鞋子/配件/飾品,圍巾・領巾・手套,https://www.gu-global.com/tw/store/feature/gu/women/scarf/,0030036
WOMEN,鞋子/配件/飾品,眼鏡・太陽眼鏡,https://www.gu-global.com/tw/store/feature/gu/women/glasses/,0030037
MEN,外套・大衣,大衣,https://www.gu-global.com/tw/store/feature/gu/men/coat/,0030038
MEN,外套・大衣,夾克・外套・背心,https://www.gu-global.com/tw/store/feature/gu/men/jacket/,0030039
MEN,外套・大衣,連帽外套,https://www.gu-global.com/tw/store/feature/gu/men/parka/,0030040
MEN,外套・大衣,開襟外套,https://www.gu-global.com/tw/store/feature/gu/men/cardigan/,0030041
MEN,上衣,休閒上衣・連帽上衣,https://www.gu-global.com/tw/store/feature/gu/men/sweat/,0030042
MEN,上衣,襯衫・法蘭絨襯衫,https://www.gu-global.com/tw/store/feature/gu/men/shirts/,0030043
MEN,上衣,針織衫・毛衣,https://www.gu-global.com/tw/store/feature/gu/men/knit/,0030044
MEN,上衣,長袖T恤・設計上衣,https://www.gu-global.com/tw/store/feature/gu/men/longsleevetshirts/,0030045
MEN,上衣,短袖T恤・設計上衣,https://www.gu-global.com/tw/store/feature/gu/men/designtops/,0030046
MEN,上衣,印花T恤,https://www.gu-global.com/tw/store/feature/gu/men/printT/,0030047
MEN,上衣,POLO衫,https://www.gu-global.com/tw/store/feature/gu/men/poloshirt/,0030048
MEN,下身,短褲,https://www.gu-global.com/tw/store/feature/gu/men/shortpants/,0030049
MEN,下身,七分褲・九分褲,https://www.gu-global.com/tw/store/feature/gu/men/croppedpants/,0030050
MEN,下身,束口褲・休閒褲,https://www.gu-global.com/tw/store/feature/gu/men/relaxedpants/,0030051
MEN,下身,牛仔褲,https://www.gu-global.com/tw/store/feature/gu/men/jeans/,0030052
MEN,下身,長褲,https://www.gu-global.com/tw/store/feature/gu/men/pants/,0030053
MEN,下身,商務褲・西裝褲,https://www.gu-global.com/tw/store/feature/gu/men/suitpants/,0030054
MEN,家居&内衣,內衣・內搭褲,https://www.gu-global.com/tw/store/feature/gu/men/innerT/,0030055
MEN,家居&内衣,GU DRY・吸汗快乾,https://www.gu-global.com/tw/store/feature/gu/men/gudry/,0030056
MEN,家居&内衣,GU WARM・保暖發熱,https://www.gu-global.com/tw/store/feature/gu/men/guwarm/,0030057
MEN,家居&内衣,內褲,https://www.gu-global.com/tw/store/feature/gu/men/boxers/,0030058
